"MR1","MR2","MR4","MR3","MR5"
1,0.225840410017526,0.265627595954752,0.25120209828653,0.257590393488774
0.225840410017526,1,-0.00191565313305447,0.0646751729467157,0.184070027655235
0.265627595954752,-0.00191565313305447,1,0.204702084763172,0.199571620754448
0.25120209828653,0.0646751729467157,0.204702084763172,1,0.201283131426357
0.257590393488774,0.184070027655235,0.199571620754448,0.201283131426357,1
